Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51590000100,51,590,000100,Under 1,0.006743,100000,674,99393,7869596,78.7,0.0035,1.5963
51590000100,51,590,000100,1-4,0.002379,99326,236,396830,7770203,78.2,0.0024,1.5821
51590000100,51,590,000100,5-14,0.00155,99089,154,990127,7373373,74.4,0.0003,1.5748
51590000100,51,590,000100,15-24,0.005893,98936,583,986444,6383246,64.5,0.0035,1.5771
51590000100,51,590,000100,25-34,0.018533,98353,1823,974415,5396802,54.9,0.0074,1.5724
51590000100,51,590,000100,35-44,0.014333,96530,1384,958383,4422388,45.8,0.0056,1.5558
51590000100,51,590,000100,45-54,0.055006,95147,5234,925298,3464004,36.4,0.0142,1.5606
51590000100,51,590,000100,55-64,0.08918,89913,8018,859038,2538707,28.2,0.0153,1.5738
51590000100,51,590,000100,65-74,0.200803,81895,16445,736722,1679669,20.5,0.0328,1.674
51590000100,51,590,000100,75-84,0.360636,65450,23604,536481,942946,14.4,0.0567,1.9368
51590000100,51,590,000100,85 and older,1,41846,41846,406465,406465,9.7,0.029,2.7334
51590000200,51,590,000200,Under 1,0.026969,100000,2697,97573,7138210,71.4,0.0164,1.6617
51590000200,51,590,000200,1-4,0.00135,97303,131,388950,7040637,72.4,0.0004,1.1782
51590000200,51,590,000200,5-14,0.001837,97172,179,970825,6651687,68.5,0.0003,1.1794
51590000200,51,590,000200,15-24,0.010989,96993,1066,964603,5680862,58.6,0.0065,1.1814
51590000200,51,590,000200,25-34,0.019474,95927,1868,949933,4716259,49.2,0.0103,1.1403
51590000200,51,590,000200,35-44,0.036477,94059,3431,923438,3766326,40,0.0144,1.0632
51590000200,51,590,000200,45-54,0.053703,90628,4867,881948,2842888,31.4,0.0133,0.9606
51590000200,51,590,000200,55-64,0.13996,85761,12003,797597,1960941,22.9,0.0246,0.9361
51590000200,51,590,000200,65-74,0.322404,73758,23780,618681,1163344,15.8,0.0404,0.9121
51590000200,51,590,000200,75-84,0.499517,49978,24965,374957,544662,10.9,0.0571,0.9558
51590000200,51,590,000200,85 and older,1,25013,25013,169705,169705,6.8,0.0295,1.3568
51590000400,51,590,000400,Under 1,0.01297,100000,1297,98833,6801182,68,0.0054,1.4349
51590000400,51,590,000400,1-4,0.002241,98703,221,394370,6702349,67.9,0.0023,1.4033
51590000400,51,590,000400,5-14,0.001776,98482,175,983943,6307979,64.1,0.0003,1.3982
51590000400,51,590,000400,15-24,0.007463,98307,734,979400,5324036,54.2,0.0054,1.4005
51590000400,51,590,000400,25-34,0.03686,97573,3597,957750,4344636,44.5,0.0128,1.3853
51590000400,51,590,000400,35-44,0.050277,93977,4725,916143,3386886,36,0.0171,1.3307
51590000400,51,590,000400,45-54,0.13624,89252,12160,831721,2470743,27.7,0.0269,1.2714
51590000400,51,590,000400,55-64,0.162847,77092,12554,708151,1639022,21.3,0.0289,1.2231
51590000400,51,590,000400,65-74,0.35122,64538,22667,532045,930871,14.4,0.0546,1.2986
51590000400,51,590,000400,75-84,0.556139,41871,23286,302280,398826,9.5,0.1016,1.585
51590000400,51,590,000400,85 and older,1,18585,18585,96546,96546,5.2,0.1002,2.7037
51590000500,51,590,000500,Under 1,0.0105,100000,1050,99055,7182058,71.8,0.0112,2.1163
51590000500,51,590,000500,1-4,0.001692,98950,167,395465,7083003,71.6,0.0006,1.9766
51590000500,51,590,000500,5-14,0.001776,98783,175,986949,6687537,67.7,0.0004,1.9795
51590000500,51,590,000500,15-24,0.013173,98607,1299,979577,5700588,57.8,0.0025,1.9829
51590000500,51,590,000500,25-34,0.030562,97308,2974,958212,4721011,48.5,0.0142,2.0049
51590000500,51,590,000500,35-44,0.035026,94334,3304,926822,3762799,39.9,0.0179,1.9613
51590000500,51,590,000500,45-54,0.070565,91030,6423,878183,2835977,31.2,0.0207,1.9188
51590000500,51,590,000500,55-64,0.25802,84607,21830,736915,1957794,23.1,0.0496,1.9672
51590000500,51,590,000500,65-74,0.293356,62776,18416,535685,1220878,19.4,0.062,2.0878
51590000500,51,590,000500,75-84,0.289855,44361,12858,379315,685193,15.4,0.0619,2.3482
51590000500,51,590,000500,85 and older,1,31502,31502,305878,305878,9.7,0.0323,3.048
51590000600,51,590,000600,Under 1,0.005331,100000,533,99520,7196478,72,0.0055,2.0061
51590000600,51,590,000600,1-4,0.001748,99467,174,397520,7096957,71.3,0.0005,1.9773
51590000600,51,590,000600,5-14,0.001728,99293,172,992073,6699437,67.5,0.0004,1.9805
51590000600,51,590,000600,15-24,0.013056,99122,1294,984745,5707364,57.6,0.0024,1.9837
51590000600,51,590,000600,25-34,0.055096,97827,5390,951325,4722619,48.3,0.0255,2.0057
