Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51027010100,51,027,010100,Under 1,0.003225,100000,322,99710,7089949,70.9,0.0033,1.3613
51027010100,51,027,010100,1-4,0.00179,99678,178,398353,6990239,70.1,0.0005,1.3453
51027010100,51,027,010100,5-14,0.002804,99499,279,993596,6591886,66.3,0.0028,1.3473
51027010100,51,027,010100,15-24,0.009527,99220,945,987475,5598290,56.4,0.0056,1.3399
51027010100,51,027,010100,25-34,0.016402,98275,1612,974689,4610815,46.9,0.007,1.3202
51027010100,51,027,010100,35-44,0.076594,96663,7404,929610,3636126,37.6,0.0151,1.3077
51027010100,51,027,010100,45-54,0.101466,89259,9057,847308,2706516,30.3,0.0183,1.2932
51027010100,51,027,010100,55-64,0.111008,80202,8903,757508,1859208,23.2,0.0189,1.3204
51027010100,51,027,010100,65-74,0.365462,71299,26057,582707,1101700,15.5,0.0571,1.4205
51027010100,51,027,010100,75-84,0.511425,45242,23138,336731,518993,11.5,0.0897,1.6783
51027010100,51,027,010100,85 and older,1,22104,22104,182262,182262,8.2,0.0357,2.4252
51027010200,51,027,010200,Under 1,0.00647,100000,647,99418,7464585,74.6,0.0067,1.7246
51027010200,51,027,010200,1-4,0.001796,99353,178,397055,7365167,74.1,0.0006,1.661
51027010200,51,027,010200,5-14,0.004268,99174,423,989629,6968112,70.3,0.0043,1.6635
51027010200,51,027,010200,15-24,0.010215,98751,1009,982469,5978484,60.5,0.0074,1.6463
51027010200,51,027,010200,25-34,0.019704,97743,1926,967795,4996015,51.1,0.0103,1.6097
51027010200,51,027,010200,35-44,0.02448,95817,2346,946438,4028220,42,0.0104,1.5655
51027010200,51,027,010200,45-54,0.062333,93471,5826,905578,3081782,33,0.0153,1.553
51027010200,51,027,010200,55-64,0.132069,87645,11575,818571,2176204,24.8,0.0251,1.5835
51027010200,51,027,010200,65-74,0.238793,76070,18165,669871,1357633,17.8,0.0408,1.7003
51027010200,51,027,010200,75-84,0.287687,57905,16658,495754,687762,11.9,0.0576,2.0426
51027010200,51,027,010200,85 and older,1,41246,41246,192008,192008,4.7,0.1273,2.7592
51027010300,51,027,010300,Under 1,0.008129,100000,813,99268,7809786,78.1,0.0061,2.1207
51027010300,51,027,010300,1-4,0.00502,99187,498,395752,7710517,77.7,0.0053,2.0823
51027010300,51,027,010300,5-14,0.001666,98689,164,986069,7314765,74.1,0.0003,2.0534
51027010300,51,027,010300,15-24,0.007567,98525,746,981520,6328695,64.2,0.0055,2.0568
51027010300,51,027,010300,25-34,0.021962,97779,2147,967055,5347176,54.7,0.0136,2.0462
51027010300,51,027,010300,35-44,0.023574,95632,2254,945046,4380121,45.8,0.011,1.97
51027010300,51,027,010300,45-54,0.057841,93377,5401,906769,3435075,36.8,0.0148,1.9623
51027010300,51,027,010300,55-64,0.073314,87976,6450,847514,2528307,28.7,0.0148,2.0139
51027010300,51,027,010300,65-74,0.168666,81526,13751,746511,1680793,20.6,0.0314,2.1341
51027010300,51,027,010300,75-84,0.368852,67776,24999,552761,934281,13.8,0.0861,2.4671
51027010300,51,027,010300,85 and older,1,42777,42777,381520,381520,8.9,0.043,3.4174
51027010400,51,027,010400,Under 1,0.006857,100000,686,99383,7428055,74.3,0.0024,1.6318
51027010400,51,027,010400,1-4,0.001685,99314,167,396923,7328672,73.8,0.0007,1.6328
51027010400,51,027,010400,5-14,0.001448,99147,144,990752,6931749,69.9,0.0003,1.6347
