Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51161030100,51,161,030100,Under 1,0.006064,100000,606,99454,7700222,77,0.0013,1.9081
51161030100,51,161,030100,1-4,0.001349,99394,134,397306,7600768,76.5,0.0004,1.9171
51161030100,51,161,030100,5-14,0.001251,99259,124,991974,7203461,72.6,0.0002,1.9194
51161030100,51,161,030100,15-24,0.01224,99135,1213,985286,6211487,62.7,0.0072,1.9217
51161030100,51,161,030100,25-34,0.013532,97922,1325,972594,5226201,53.4,0.008,1.8978
51161030100,51,161,030100,35-44,0.035545,96597,3434,948801,4253607,44,0.0126,1.8825
51161030100,51,161,030100,45-54,0.028972,93163,2699,918138,3304806,35.5,0.0087,1.8784
51161030100,51,161,030100,55-64,0.105462,90464,9541,856940,2386668,26.4,0.0188,1.914
51161030100,51,161,030100,65-74,0.181213,80924,14664,735915,1529729,18.9,0.03,2.0796
51161030100,51,161,030100,75-84,0.482931,66259,31999,502599,793814,12,0.0884,2.4625
51161030100,51,161,030100,85 and older,1,34261,34261,291215,291215,8.5,0.0577,4.1661
51161030201,51,161,030201,Under 1,0.01619,100000,1619,98543,7824105,78.2,0.008,1.4335
51161030201,51,161,030201,1-4,0.001037,98381,102,393320,7725562,78.5,0.0002,1.3063
51161030201,51,161,030201,5-14,0.001212,98279,119,982194,7332242,74.6,0.0002,1.3075
51161030201,51,161,030201,15-24,0.009503,98160,933,976935,6350047,64.7,0.0013,1.309
51161030201,51,161,030201,25-34,0.003647,97227,355,970498,5373112,55.3,0.0037,1.3192
51161030201,51,161,030201,35-44,0.019348,96873,1874,959354,4402614,45.4,0.0075,1.3109
51161030201,51,161,030201,45-54,0.033191,94998,3153,934217,3443260,36.2,0.0092,1.2991
51161030201,51,161,030201,55-64,0.081425,91845,7478,881059,2509043,27.3,0.0156,1.3077
51161030201,51,161,030201,65-74,0.157895,84367,13321,777061,1627984,19.3,0.0278,1.3627
51161030201,51,161,030201,75-84,0.373993,71046,26571,577603,850923,12,0.0617,1.518
51161030201,51,161,030201,85 and older,1,44475,44475,273319,273319,6.1,0.0572,2.1615
51161030203,51,161,030203,Under 1,0.00731,100000,731,99342,8069983,80.7,0.0147,2.081
51161030203,51,161,030203,1-4,0.004741,99269,471,396135,7970641,80.3,0.0049,1.7189
51161030203,51,161,030203,5-14,0.001009,98798,100,987484,7574507,76.7,0.0002,1.6831
51161030203,51,161,030203,15-24,0.002116,98699,209,985941,6587022,66.7,0.0021,1.6848
