Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51101950101,51,101,950101,Under 1,0.008779,100000,878,99210,7355406,73.6,0.0054,1.3551
51101950101,51,101,950101,1-4,0.002613,99122,259,395971,7256196,73.2,0.0027,1.307
51101950101,51,101,950101,5-14,0.001619,98863,160,987831,6860225,69.4,0.0003,1.2966
51101950101,51,101,950101,15-24,0.017036,98703,1681,978624,5872394,59.5,0.0088,1.2986
51101950101,51,101,950101,25-34,0.015954,97022,1548,962477,4893770,50.4,0.0073,1.2237
51101950101,51,101,950101,35-44,0.022504,95474,2148,943995,3931293,41.2,0.0084,1.1953
51101950101,51,101,950101,45-54,0.044248,93325,4129,912605,2987298,32,0.0123,1.1812
51101950101,51,101,950101,55-64,0.112019,89196,9992,842000,2074692,23.3,0.0206,1.1816
51101950101,51,101,950101,65-74,0.15824,79204,12533,729375,1232692,15.6,0.0302,1.2418
51101950101,51,101,950101,75-84,0.704042,66671,46939,432013,503317,7.5,0.149,1.4051
51101950101,51,101,950101,85 and older,1,19732,19732,71304,71304,3.6,0.148,1.932
51101950102,51,101,950102,Under 1,0.00639,100000,639,99425,7732667,77.3,0.0038,1.1497
51101950102,51,101,950102,1-4,0.002071,99361,206,397033,7633242,76.8,0.0021,1.1188
51101950102,51,101,950102,5-14,0.001348,99155,134,990884,7236210,73,0.0002,1.11
51101950102,51,101,950102,15-24,0.002261,99022,224,989096,6245326,63.1,0.0023,1.1115
51101950102,51,101,950102,25-34,0.009187,98798,908,983438,5256230,53.2,0.0047,1.106
51101950102,51,101,950102,35-44,0.017004,97890,1665,970577,4272792,43.6,0.0057,1.0924
51101950102,51,101,950102,45-54,0.018581,96225,1788,953315,3302215,34.3,0.0058,1.0878
51101950102,51,101,950102,55-64,0.084238,94437,7955,904599,2348900,24.9,0.0145,1.0941
51101950102,51,101,950102,65-74,0.205554,86482,17777,775939,1444301,16.7,0.0397,1.1442
51101950102,51,101,950102,75-84,0.343681,68706,23613,568991,668362,9.7,0.0689,1.238
51101950102,51,101,950102,85 and older,1,45093,45093,99371,99371,2.2,0.3558,1.7279
51101950200,51,101,950200,Under 1,0.01876,100000,1876,98312,7639556,76.4,0.014,1.8918
51101950200,51,101,950200,1-4,0.00727,98124,713,391069,7541244,76.9,0.0074,1.5794
51101950200,51,101,950200,5-14,0.002192,97411,214,973039,7150175,73.4,0.0004,1.4885
51101950200,51,101,950200,15-24,0.006333,97197,616,968894,6177136,63.6,0.0064,1.4915
51101950200,51,101,950200,25-34,0.010971,96582,1060,960518,5208243,53.9,0.0078,1.4525
51101950200,51,101,950200,35-44,0.022689,95522,2167,944384,4247725,44.5,0.0116,1.4154
51101950200,51,101,950200,45-54,0.019595,93355,1829,924401,3303341,35.4,0.0083,1.3665
51101950200,51,101,950200,55-64,0.101597,91525,9299,868761,2378940,26,0.0235,1.3689
51101950200,51,101,950200,65-74,0.175896,82227,14463,749951,1510179,18.4,0.0399,1.3953
51101950200,51,101,950200,75-84,0.437086,67763,29618,529542,760228,11.2,0.0872,1.4995
51101950200,51,101,950200,85 and older,1,38145,38145,230686,230686,6,0.0558,2.0409
51101950300,51,101,950300,Under 1,0.016503,100000,1650,98515,7642702,76.4,0.0126,1.9216
51101950300,51,101,950300,1-4,0.004816,98350,474,392451,7544187,76.7,0.0049,1.6809
51101950300,51,101,950300,5-14,0.001215,97876,119,978166,7151735,73.1,0.0002,1.6483
51101950300,51,101,950300,15-24,0.008758,97757,856,973291,6173569,63.2,0.0018,1.6503
51101950300,51,101,950300,25-34,0.006754,96901,655,965738,5200278,53.7,0.0048,1.6615
51101950300,51,101,950300,35-44,0.038377,96247,3694,943997,4234540,44,0.0156,1.6558
51101950300,51,101,950300,45-54,0.050535,92553,4677,902143,3290543,35.6,0.0136,1.5919
51101950300,51,101,950300,55-64,0.100719,87876,8851,834503,2388401,27.2,0.0223,1.6117
51101950300,51,101,950300,65-74,0.156413,79025,12361,728446,1553898,19.7,0.0368,1.6851
51101950300,51,101,950300,75-84,0.551776,66664,36784,482725,825451,12.4,0.0904,1.8483
51101950300,51,101,950300,85 and older,1,29881,29881,342726,342726,11.5,0.0186,2.444
