Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51710000201,51,710,000201,Under 1,0.00964,100000,964,99132,7417626,74.2,0.0022,1.8014
51710000201,51,710,000201,1-4,0.001322,99036,131,395882,7318494,73.9,0.0003,1.8116
51710000201,51,710,000201,5-14,0.001333,98905,132,988391,6922612,70,0.0003,1.8139
51710000201,51,710,000201,15-24,0.010624,98773,1049,982485,5934220,60.1,0.0017,1.8162
51710000201,51,710,000201,25-34,0.014897,97724,1456,969960,4951735,50.7,0.0022,1.8333
51710000201,51,710,000201,35-44,0.027712,96268,2668,949342,3981775,41.4,0.0054,1.8582
51710000201,51,710,000201,45-54,0.067471,93600,6315,904427,3032434,32.4,0.0107,1.9
51710000201,51,710,000201,55-64,0.135103,87285,11793,813888,2128007,24.4,0.0197,2.0097
51710000201,51,710,000201,65-74,0.22736,75493,17164,669106,1314119,17.4,0.0474,2.267
51710000201,51,710,000201,75-84,0.430335,58329,25101,457782,645014,11.1,0.2043,2.7636
51710000201,51,710,000201,85 and older,1,33228,33228,187232,187232,5.6,0.0944,2.9984
51710000202,51,710,000202,Under 1,0.005187,100000,519,99533,7620741,76.2,0.0038,1.6043
51710000202,51,710,000202,1-4,0.001281,99481,127,397670,7521208,75.6,0.0003,1.5865
51710000202,51,710,000202,5-14,0.003256,99354,324,991920,7123538,71.7,0.0033,1.5883
51710000202,51,710,000202,15-24,0.013841,99030,1371,983449,6131618,61.9,0.0072,1.5782
51710000202,51,710,000202,25-34,0.007691,97660,751,972841,5148168,52.7,0.0039,1.5443
51710000202,51,710,000202,35-44,0.024683,96909,2392,957126,4175328,43.1,0.0097,1.5447
51710000202,51,710,000202,45-54,0.038813,94517,3669,926823,3218202,34,0.0114,1.5349
51710000202,51,710,000202,55-64,0.08381,90848,7614,870411,2291379,25.2,0.0203,1.5559
51710000202,51,710,000202,65-74,0.242291,83234,20167,731507,1420968,17.1,0.0537,1.6262
51710000202,51,710,000202,75-84,0.517711,63067,32651,467420,689461,10.9,0.1226,1.8256
51710000202,51,710,000202,85 and older,1,30417,30417,222041,222041,7.3,0.0401,2.1343
51710000300,51,710,000300,Under 1,0.008349,100000,835,99249,7416222,74.2,0.0028,1.7907
51710000300,51,710,000300,1-4,0.000997,99165,99,396463,7316974,73.8,0.0003,1.7931
51710000300,51,710,000300,5-14,0.004673,99066,463,988348,6920511,69.9,0.0047,1.7948
51710000300,51,710,000300,15-24,0.02772,98603,2733,972367,5932163,60.2,0.015,1.7763
51710000300,51,710,000300,25-34,0.007373,95870,707,955166,4959796,51.7,0.0044,1.6049
51710000300,51,710,000300,35-44,0.026385,95163,2511,939078,4004630,42.1,0.0101,1.6035
51710000300,51,710,000300,45-54,0.067891,92652,6290,895072,3065552,33.1,0.0182,1.5993
51710000300,51,710,000300,55-64,0.084801,86362,7324,827002,2170481,25.1,0.0188,1.6122
51710000300,51,710,000300,65-74,0.187062,79038,14785,716459,1343479,17,0.049,1.7025
51710000300,51,710,000300,75-84,0.622222,64253,39980,442634,627020,9.8,0.1308,1.8957
51710000300,51,710,000300,85 and older,1,24273,24273,184385,184385,7.6,0.043,2.4839
51710000400,51,710,000400,Under 1,0.008459,100000,846,99239,7692934,76.9,0.0105,2.9456
51710000400,51,710,000400,1-4,0.001042,99154,103,396410,7593696,76.6,0.0002,2.8542
51710000400,51,710,000400,5-14,0.001232,99051,122,989898,7197286,72.7,0.0004,2.8571
51710000400,51,710,000400,15-24,0.008945,98929,885,984863,6207388,62.7,0.0015,2.8605
51710000400,51,710,000400,25-34,0.01092,98044,1071,975085,5222525,53.3,0.0018,2.885
51710000400,51,710,000400,35-44,0.019673,96973,1908,960193,4247440,43.8,0.0038,2.9155
51710000400,51,710,000400,45-54,0.046907,95065,4459,928358,3287247,34.6,0.0058,2.9701
51710000400,51,710,000400,55-64,0.09755,90606,8839,861869,2358888,26,0.0103,3.1105
51710000400,51,710,000400,65-74,0.186652,81768,15262,741365,1497019,18.3,0.0294,3.4363
51710000400,51,710,000400,75-84,0.399876,66505,26594,532085,755654,11.4,0.1857,4.1833
51710000400,51,710,000400,85 and older,1,39912,39912,223570,223570,5.6,0.196,6.1508
51710000500,51,710,000500,Under 1,0.008578,100000,858,99228,7650725,76.5,0.0052,2.1477
51710000500,51,710,000500,1-4,0.003317,99142,329,395911,7551497,76.2,0.0034,2.1286
51710000500,51,710,000500,5-14,0.004916,98813,486,985705,7155586,72.4,0.005,2.1207
51710000500,51,710,000500,15-24,0.012443,98328,1223,977158,6169881,62.7,0.0074,2.1041
51710000500,51,710,000500,25-34,0.014272,97104,1386,964112,5192723,53.5,0.0061,2.0849
51710000500,51,710,000500,35-44,0.02284,95718,2186,946251,4228611,44.2,0.01,2.0931
51710000500,51,710,000500,45-54,0.043463,93532,4065,914995,3282360,35.1,0.0132,2.1026
51710000500,51,710,000500,55-64,0.141058,89467,12620,831569,2367365,26.5,0.032,2.1548
51710000500,51,710,000500,65-74,0.19037,76847,14629,695322,1535796,20,0.0529,2.3299
51710000500,51,710,000500,75-84,0.436817,62218,27178,486287,840474,13.5,0.1168,2.6115
51710000500,51,710,000500,85 and older,1,35040,35040,354187,354187,10.1,0.0334,3.417
51710000600,51,710,000600,Under 1,0.010124,100000,1012,99089,7690443,76.9,0.0061,1.8196
51710000600,51,710,000600,1-4,0.001366,98988,135,395680,7591354,76.7,0.0003,1.774
51710000600,51,710,000600,5-14,0.002559,98852,253,987259,7195674,72.8,0.0026,1.7763
51710000600,51,710,000600,15-24,0.013631,98599,1344,979274,6208414,63,0.0064,1.7722
51710000600,51,710,000600,25-34,0.012819,97255,1247,966321,5229140,53.8,0.0044,1.7564
51710000600,51,710,000600,35-44,0.024252,96009,2328,948445,4262820,44.4,0.0103,1.7654
51710000600,51,710,000600,45-54,0.069888,93680,6547,904067,3314375,35.4,0.0163,1.7583
51710000600,51,710,000600,55-64,0.089063,87133,7760,832530,2410307,27.7,0.0207,1.8021
51710000600,51,710,000600,65-74,0.125589,79373,9968,743887,1577777,19.9,0.0373,1.896
51710000600,51,710,000600,75-84,0.38806,69405,26933,559380,833890,12,0.1057,2.0434
51710000600,51,710,000600,85 and older,1,42471,42471,274510,274510,6.5,0.0644,2.6887
51710000700,51,710,000700,Under 1,0.027797,100000,2780,97498,7493111,74.9,0.016,2.6608
51710000700,51,710,000700,1-4,0.004243,97220,413,388056,7395613,76.1,0.0043,2.4256
51710000700,51,710,000700,5-14,0.004649,96808,450,965828,7007556,72.4,0.0047,2.4146
51710000700,51,710,000700,15-24,0.013937,96358,1343,956863,6041729,62.7,0.0102,2.4047
51710000700,51,710,000700,25-34,0.012912,95015,1227,944014,5084866,53.5,0.0067,2.3629
51710000700,51,710,000700,35-44,0.022727,93788,2132,927222,4140852,44.2,0.0106,2.3705
51710000700,51,710,000700,45-54,0.070316,91656,6445,884340,3213630,35.1,0.0208,2.3862
51710000700,51,710,000700,55-64,0.131639,85211,11217,796029,2329291,27.3,0.0274,2.4623
51710000700,51,710,000700,65-74,0.186813,73994,13823,670828,1533261,20.7,0.0545,2.7167
51710000700,51,710,000700,75-84,0.464135,60171,27928,462074,862433,14.3,0.1333,3.0795
51710000700,51,710,000700,85 and older,1,32244,32244,400359,400359,12.4,0.0245,3.7756
51710000800,51,710,000800,Under 1,0.021116,100000,2112,98100,7543345,75.4,0.0111,2.069
51710000800,51,710,000800,1-4,0.001322,97888,129,391295,7445245,76.1,0.0003,1.9254
51710000800,51,710,000800,5-14,0.001333,97759,130,976938,7053951,72.2,0.0003,1.9278
51710000800,51,710,000800,15-24,0.003784,97629,369,974439,6077013,62.2,0.0038,1.9303
51710000800,51,710,000800,25-34,0.016166,97259,1572,964731,5102574,52.5,0.0074,1.9251
51710000800,51,710,000800,35-44,0.029257,95687,2800,942872,4137843,43.2,0.0135,1.9227
51710000800,51,710,000800,45-54,0.033179,92887,3082,913465,3194971,34.4,0.0154,1.903
51710000800,51,710,000800,55-64,0.085197,89806,7651,859800,2281505,25.4,0.0316,1.908
51710000800,51,710,000800,65-74,0.168067,82154,13807,752507,1421705,17.3,0.0571,1.9378
51710000800,51,710,000800,75-84,0.49896,68347,34102,512957,669198,9.8,0.1263,2.0963
51710000800,51,710,000800,85 and older,1,34245,34245,156241,156241,4.6,0.1643,3.4197
51710001100,51,710,001100,Under 1,0.014676,100000,1468,98679,7780506,77.8,0.0084,2.8818
51710001100,51,710,001100,1-4,0.003571,98532,352,393426,7681827,78,0.0037,2.8459
51710001100,51,710,001100,5-14,0.001333,98181,131,981151,7288401,74.2,0.0003,2.842
51710001100,51,710,001100,15-24,0.002278,98050,223,979380,6307250,64.3,0.0023,2.8457
51710001100,51,710,001100,25-34,0.008805,97826,861,973956,5327870,54.5,0.0052,2.8489
