Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51740210300,51,740,210300,Under 1,0.007067,100000,707,99364,7829255,78.3,0.0042,1.9288
51740210300,51,740,210300,1-4,0.003564,99293,354,396465,7729891,77.8,0.0036,1.9142
51740210300,51,740,210300,5-14,0.001179,98939,117,988810,7333426,74.1,0.0002,1.9009
51740210300,51,740,210300,15-24,0.009418,98823,931,983574,6344615,64.2,0.0014,1.9031
51740210300,51,740,210300,25-34,0.014503,97892,1420,971822,5361042,54.8,0.0023,1.9193
51740210300,51,740,210300,35-44,0.028588,96472,2758,950933,4389220,45.5,0.013,1.9441
51740210300,51,740,210300,45-54,0.053168,93714,4983,912231,3438286,36.7,0.0167,1.9216
51740210300,51,740,210300,55-64,0.116927,88732,10375,835442,2526056,28.5,0.0278,1.9423
51740210300,51,740,210300,65-74,0.173103,78357,13564,715748,1690613,21.6,0.0525,2.0335
51740210300,51,740,210300,75-84,0.385233,64793,24960,523128,974865,15,0.0868,2.1036
51740210300,51,740,210300,85 and older,1,39833,39833,451738,451738,11.3,0.0196,2.5264
51740210400,51,740,210400,Under 1,0.010878,100000,1088,99021,7822238,78.2,0.0111,2.0659
51740210400,51,740,210400,1-4,0.000719,98912,71,395507,7723217,78.1,0.0002,1.8914
51740210400,51,740,210400,5-14,0.000989,98841,98,987922,7327710,74.1,0.0002,1.8928
51740210400,51,740,210400,15-24,0.006727,98743,664,984113,6339788,64.2,0.0017,1.8946
51740210400,51,740,210400,25-34,0.00885,98079,868,976452,5355675,54.6,0.0089,1.9047
51740210400,51,740,210400,35-44,0.033186,97211,3226,955982,4379223,45,0.0197,1.868
51740210400,51,740,210400,45-54,0.013976,93985,1314,933284,3423241,36.4,0.01,1.7376
51740210400,51,740,210400,55-64,0.121177,92672,11230,870568,2489958,26.9,0.0286,1.7323
51740210400,51,740,210400,65-74,0.140845,81442,11471,757066,1619390,19.9,0.0364,1.797
51740210400,51,740,210400,75-84,0.409357,69971,28643,556496,862324,12.3,0.1104,1.9586
51740210400,51,740,210400,85 and older,1,41328,41328,305828,305828,7.4,0.0433,2.3714
51740210500,51,740,210500,Under 1,0.006763,100000,676,99391,7279667,72.8,0.005,2.6823
51740210500,51,740,210500,1-4,0.001748,99324,174,396947,7180276,72.3,0.0003,2.6753
51740210500,51,740,210500,5-14,0.001728,99150,171,990644,6783329,68.4,0.0003,2.6799
51740210500,51,740,210500,15-24,0.00511,98979,506,987259,5792685,58.5,0.0052,2.6845
51740210500,51,740,210500,25-34,0.025214,98473,2483,972315,4805426,48.8,0.0115,2.6838
51740210500,51,740,210500,35-44,0.092166,95990,8847,915666,3833111,39.9,0.0414,2.7018
51740210500,51,740,210500,45-54,0.100917,87143,8794,827459,2917445,33.5,0.0345,2.4052
51740210500,51,740,210500,55-64,0.134831,78349,10564,730669,2089986,26.7,0.0428,2.3839
51740210500,51,740,210500,65-74,0.159011,67785,10779,623957,1359317,20.1,0.062,2.4616
