Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51085320100,51,085,320100,Under 1,0.00792,100000,792,99287,8038537,80.4,0.0086,1.8507
51085320100,51,085,320100,1-4,0.001093,99208,108,396615,7939250,80,0.0003,1.7281
51085320100,51,085,320100,5-14,0.003866,99099,383,989079,7542635,76.1,0.0028,1.7299
51085320100,51,085,320100,15-24,0.009422,98716,930,982513,6553556,66.4,0.0043,1.7253
51085320100,51,085,320100,25-34,0.026195,97786,2562,965055,5571043,57,0.0099,1.7204
51085320100,51,085,320100,35-44,0.012011,95225,1144,946529,4605987,48.4,0.0055,1.6817
51085320100,51,085,320100,45-54,0.033569,94081,3158,925020,3659458,38.9,0.0083,1.6845
51085320100,51,085,320100,55-64,0.061493,90923,5591,881273,2734438,30.1,0.0108,1.7169
51085320100,51,085,320100,65-74,0.180098,85332,15368,776477,1853165,21.7,0.0293,1.8035
51085320100,51,085,320100,75-84,0.273358,69964,19125,604011,1076689,15.4,0.0474,2.0753
51085320100,51,085,320100,85 and older,1,50839,50839,472677,472677,9.3,0.0312,2.6991
51085320200,51,085,320200,Under 1,0.007311,100000,731,99342,7762823,77.6,0.0054,1.5234
51085320200,51,085,320200,1-4,0.001093,99269,109,396859,7663481,77.2,0.0003,1.4736
51085320200,51,085,320200,5-14,0.002427,99160,241,990401,7266622,73.3,0.0024,1.475
51085320200,51,085,320200,15-24,0.015074,98920,1491,981742,6276221,63.4,0.0057,1.4691
51085320200,51,085,320200,25-34,0.0035,97429,341,972581,5294479,54.3,0.0036,1.4514
51085320200,51,085,320200,35-44,0.012382,97088,1202,964865,4321898,44.5,0.0057,1.4457
51085320200,51,085,320200,45-54,0.027892,95885,2674,945482,3357033,35,0.006,1.4458
51085320200,51,085,320200,55-64,0.083625,93211,7795,893136,2411551,25.9,0.0153,1.475
51085320200,51,085,320200,65-74,0.146082,85416,12478,791773,1518416,17.8,0.024,1.564
51085320200,51,085,320200,75-84,0.535433,72938,39054,534116,726643,10,0.1227,1.7827
51085320200,51,085,320200,85 and older,1,33885,33885,192527,192527,5.7,0.0806,2.6013
51085320300,51,085,320300,Under 1,0.012336,100000,1234,98890,7794335,77.9,0.0129,1.9315
51085320300,51,085,320300,1-4,0.000973,98766,96,394873,7695446,77.9,0.0002,1.6633
51085320300,51,085,320300,5-14,0.00101,98670,100,986204,7300572,74,0.0002,1.6649
51085320300,51,085,320300,15-24,0.01409,98571,1389,978762,6314368,64.1,0.0073,1.6665
51085320300,51,085,320300,25-34,0.047619,97182,4628,948679,5335606,54.9,0.0197,1.6316
51085320300,51,085,320300,35-44,0.009766,92554,904,921022,4386927,47.4,0.0057,1.3278
51085320300,51,085,320300,45-54,0.029989,91650,2748,902760,3465905,37.8,0.0086,1.3179
51085320300,51,085,320300,55-64,0.030219,88902,2686,875585,2563145,28.8,0.0087,1.3249
51085320300,51,085,320300,65-74,0.167104,86215,14407,790119,1687560,19.6,0.0271,1.3482
51085320300,51,085,320300,75-84,0.351662,71808,25252,591823,897441,12.5,0.0595,1.5148
51085320300,51,085,320300,85 and older,1,46556,46556,305618,305618,6.6,0.0483,2.0812
51085320400,51,085,320400,Under 1,0.008747,100000,875,99213,8035880,80.4,0.0052,1.6745
51085320400,51,085,320400,1-4,0.002846,99125,282,395937,7936667,80.1,0.0029,1.6351
51085320400,51,085,320400,5-14,0.00121,98843,120,987835,7540730,76.3,0.0002,1.6242
51085320400,51,085,320400,15-24,0.009731,98724,961,982433,6552895,66.4,0.0057,1.6261
51085320400,51,085,320400,25-34,0.012622,97763,1234,971460,5570462,57,0.0065,1.6023
51085320400,51,085,320400,35-44,0.005225,96529,504,962768,4599002,47.6,0.0037,1.5853
51085320400,51,085,320400,45-54,0.02035,96025,1954,950476,3636233,37.9,0.0066,1.5856
51085320400,51,085,320400,55-64,0.064358,94071,6054,910435,2685757,28.6,0.0151,1.6027
51085320400,51,085,320400,65-74,0.179418,88016,15792,801205,1775322,20.2,0.0293,1.6642
51085320400,51,085,320400,75-84,0.403481,72225,29141,576540,974117,13.5,0.0754,1.9179
51085320400,51,085,320400,85 and older,1,43083,43083,397577,397577,9.2,0.0313,2.6654
51085320500,51,085,320500,Under 1,0.006554,100000,655,99410,7899392,79,0.0051,1.5782
51085320500,51,085,320500,1-4,0.001194,99345,119,397141,7799982,78.5,0.0004,1.536
51085320500,51,085,320500,5-14,0.001207,99226,120,991661,7402841,74.6,0.0002,1.5375
51085320500,51,085,320500,15-24,0.014012,99106,1389,984119,6411179,64.7,0.0083,1.5393
51085320500,51,085,320500,25-34,0.007856,97718,768,973337,5427061,55.5,0.0081,1.4762
51085320500,51,085,320500,35-44,0.016278,96950,1578,961609,4453723,45.9,0.0096,1.4293
51085320500,51,085,320500,45-54,0.042781,95372,4080,933317,3492115,36.6,0.0128,1.3952
51085320500,51,085,320500,55-64,0.051586,91292,4709,889370,2558797,28,0.0121,1.3891
51085320500,51,085,320500,65-74,0.142793,86582,12363,804006,1669427,19.3,0.0292,1.4317
