Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51109950100,51,109,950100,Under 1,0.002193,100000,219,99803,7983391,79.8,0.0022,1.8846
51109950100,51,109,950100,1-4,0.001468,99781,147,398830,7883588,79,0.0004,1.8801
51109950100,51,109,950100,5-14,0.001348,99634,134,995670,7484758,75.1,0.0002,1.8827
51109950100,51,109,950100,15-24,0.017735,99500,1765,986175,6489088,65.2,0.0071,1.8851
51109950100,51,109,950100,25-34,0.00571,97735,558,974562,5502913,56.3,0.0034,1.8673
51109950100,51,109,950100,35-44,0.019905,97177,1934,962100,4528351,46.6,0.0076,1.8698
51109950100,51,109,950100,45-54,0.044261,95243,4216,931350,3566251,37.4,0.0088,1.8791
51109950100,51,109,950100,55-64,0.076414,91027,6956,875494,2634901,28.9,0.0116,1.9412
51109950100,51,109,950100,65-74,0.160428,84072,13487,773278,1759407,20.9,0.0212,2.0762
51109950100,51,109,950100,75-84,0.47976,70584,33863,536524,986128,14,0.0754,2.4262
51109950100,51,109,950100,85 and older,1,36721,36721,449604,449604,12.2,0.0263,3.9374
51109950201,51,109,950201,Under 1,0.011035,100000,1103,99007,7587207,75.9,0.0068,1.2137
51109950201,51,109,950201,1-4,0.001473,98897,146,395295,7488200,75.7,0.0003,1.108
51109950201,51,109,950201,5-14,0.002601,98751,257,986224,7092906,71.8,0.0026,1.1095
51109950201,51,109,950201,15-24,0.008739,98494,861,980636,6106682,62,0.0051,1.0985
51109950201,51,109,950201,25-34,0.019546,97633,1908,966791,5126046,52.5,0.0072,1.0675
51109950201,51,109,950201,35-44,0.018593,95725,1780,948350,4159255,43.5,0.0078,1.0288
51109950201,51,109,950201,45-54,0.059099,93945,5552,911691,3210904,34.2,0.0127,1.0007
51109950201,51,109,950201,55-64,0.081094,88393,7168,848090,2299213,26,0.0155,0.9772
51109950201,51,109,950201,65-74,0.199875,81225,16235,731075,1451123,17.9,0.0312,0.9908
51109950201,51,109,950201,75-84,0.453125,64990,29449,502658,720048,11.1,0.0591,1.0678
51109950201,51,109,950201,85 and older,1,35541,35541,217390,217390,6.1,0.0412,1.5399
51109950202,51,109,950202,Under 1,0.002322,100000,232,99791,8001721,80,0.0023,1.7968
51109950202,51,109,950202,1-4,0.003238,99768,323,398425,7901930,79.2,0.0033,1.7912
51109950202,51,109,950202,5-14,0.004203,99445,418,992357,7503505,75.5,0.0043,1.7786
51109950202,51,109,950202,15-24,0.009684,99027,959,985473,6511148,65.8,0.0057,1.7604
51109950202,51,109,950202,25-34,0.012707,98068,1246,974447,5525675,56.3,0.0075,1.7419
51109950202,51,109,950202,35-44,0.018425,96822,1784,959297,4551228,47,0.0096,1.7194
51109950202,51,109,950202,45-54,0.034668,95038,3295,933904,3591930,37.8,0.011,1.7011
51109950202,51,109,950202,55-64,0.064516,91743,5919,887836,2658026,29,0.0133,1.7191
51109950202,51,109,950202,65-74,0.182749,85824,15684,779820,1770190,20.6,0.0305,1.8013
51109950202,51,109,950202,75-84,0.309764,70140,21727,592765,990370,14.1,0.0548,2.0852
