Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51125950100,51,125,950100,Under 1,0.02493,100000,2493,97756,7327130,73.3,0.0192,1.7437
51125950100,51,125,950100,1-4,0.001789,97507,174,389679,7229374,74.1,0.0004,1.0044
51125950100,51,125,950100,5-14,0.002158,97333,210,972276,6839695,70.3,0.0022,1.0058
51125950100,51,125,950100,15-24,0.009533,97123,926,966597,5867419,60.4,0.0049,0.9979
51125950100,51,125,950100,25-34,0.017816,96197,1714,953398,4900822,50.9,0.007,0.9688
51125950100,51,125,950100,35-44,0.023585,94483,2228,933687,3947424,41.8,0.0082,0.9289
51125950100,51,125,950100,45-54,0.049134,92254,4533,899881,3013738,32.7,0.0117,0.8966
51125950100,51,125,950100,55-64,0.09434,87722,8276,835838,2113857,24.1,0.0157,0.8721
51125950100,51,125,950100,65-74,0.212023,79446,16844,710238,1278019,16.1,0.0351,0.8911
51125950100,51,125,950100,75-84,0.492514,62602,30832,471855,567781,9.1,0.0878,0.9417
51125950100,51,125,950100,85 and older,1,31769,31769,95925,95925,3,0.1352,1.2322
51125950200,51,125,950200,Under 1,0.004623,100000,462,99584,8237537,82.4,0.0047,2.5149
51125950200,51,125,950200,1-4,0.004637,99538,462,397228,8137954,81.8,0.0048,2.4958
51125950200,51,125,950200,5-14,0.007085,99076,702,987252,7740726,78.1,0.0052,2.478
51125950200,51,125,950200,15-24,0.008628,98374,849,979498,6753474,68.7,0.0062,2.4662
51125950200,51,125,950200,25-34,0.015536,97525,1515,967678,5773976,59.2,0.0094,2.4547
51125950200,51,125,950200,35-44,0.01973,96010,1894,950631,4806298,50.1,0.0085,2.4376
51125950200,51,125,950200,45-54,0.026356,94116,2481,928757,3855667,41,0.0079,2.4548
51125950200,51,125,950200,55-64,0.058188,91635,5332,889694,2926911,31.9,0.011,2.5032
51125950200,51,125,950200,65-74,0.106444,86303,9186,817101,2037217,23.6,0.0178,2.6368
51125950200,51,125,950200,75-84,0.332117,77117,25612,643110,1220116,15.8,0.0582,2.9216
51125950200,51,125,950200,85 and older,1,51505,51505,577006,577006,11.2,0.033,4.1404
51125950300,51,125,950300,Under 1,0.005749,100000,575,99483,7761953,77.6,0.0042,1.2782
51125950300,51,125,950300,1-4,0.003402,99425,338,397024,7662470,77.1,0.0035,1.2432
51125950300,51,125,950300,5-14,0.001709,99087,169,990022,7265447,73.3,0.0003,1.2195
51125950300,51,125,950300,15-24,0.010122,98917,1001,984169,6275425,63.4,0.0061,1.2215
51125950300,51,125,950300,25-34,0.010846,97916,1062,973853,5291256,54,0.0064,1.1794
51125950300,51,125,950300,35-44,0.011508,96854,1115,962970,4317403,44.6,0.0068,1.1481
51125950300,51,125,950300,45-54,0.063182,95740,6049,927152,3354433,35,0.0148,1.1286
51125950300,51,125,950300,55-64,0.085782,89691,7694,858438,2427280,27.1,0.0156,1.0932
51125950300,51,125,950300,65-74,0.157924,81997,12949,755222,1568842,19.1,0.0259,1.1227
51125950300,51,125,950300,75-84,0.363409,69048,25092,565013,813620,11.8,0.0594,1.2295
51125950300,51,125,950300,85 and older,1,43955,43955,248606,248606,5.7,0.0518,1.6559
