Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51009010100,51,009,010100,Under 1,0.011373,100000,1137,98976,7710000,77.1,0.009,1.3891
51009010100,51,009,010100,1-4,0.001303,98863,129,395193,7611024,77,0.0004,1.2145
51009010100,51,009,010100,5-14,0.001867,98734,184,986417,7215831,73.1,0.0003,1.2158
51009010100,51,009,010100,15-24,0.009898,98550,975,980618,6229414,63.2,0.0059,1.2179
51009010100,51,009,010100,25-34,0.016809,97574,1640,967540,5248796,53.8,0.0029,1.1794
51009010100,51,009,010100,35-44,0.019401,95934,1861,950034,4281256,44.6,0.0076,1.1906
51009010100,51,009,010100,45-54,0.035992,94073,3386,923798,3331222,35.4,0.0089,1.1729
51009010100,51,009,010100,55-64,0.0761,90687,6901,872362,2407424,26.5,0.0151,1.1814
51009010100,51,009,010100,65-74,0.197243,83786,16526,755225,1535062,18.3,0.0307,1.2208
51009010100,51,009,010100,75-84,0.418136,67259,28124,531976,779837,11.6,0.0712,1.3823
51009010100,51,009,010100,85 and older,1,39136,39136,247860,247860,6.3,0.0481,1.9284
51009010200,51,009,010200,Under 1,0.008269,100000,827,99256,7623055,76.2,0.0013,0.6805
51009010200,51,009,010200,1-4,0.001484,99173,147,396398,7523799,75.9,0.0004,0.6783
51009010200,51,009,010200,5-14,0.001619,99026,160,989458,7127401,72,0.0002,0.6786
51009010200,51,009,010200,15-24,0.010406,98866,1029,983512,6137943,62.1,0.0009,0.6795
51009010200,51,009,010200,25-34,0.017129,97837,1676,969989,5154430,52.7,0.0021,0.6848
51009010200,51,009,010200,35-44,0.022918,96161,2204,950592,4184441,43.5,0.0027,0.6888
51009010200,51,009,010200,45-54,0.045645,93957,4289,918129,3233849,34.4,0.0044,0.6965
51009010200,51,009,010200,55-64,0.096272,89669,8633,853523,2315720,25.8,0.0085,0.7158
51009010200,51,009,010200,65-74,0.194985,81036,15801,731356,1462197,18,0.0172,0.7618
51009010200,51,009,010200,75-84,0.418914,65235,27328,515712,730841,11.2,0.052,0.8807
51009010200,51,009,010200,85 and older,1,37907,37907,215129,215129,5.7,0.0365,1.1763
51009010300,51,009,010300,Under 1,0.00961,100000,961,99135,7963414,79.6,0.0071,1.5425
51009010300,51,009,010300,1-4,0.001194,99039,118,395919,7864279,79.4,0.0003,1.4471
51009010300,51,009,010300,5-14,0.001207,98921,119,988610,7468360,75.5,0.0002,1.4486
51009010300,51,009,010300,15-24,0.008143,98801,805,983991,6479749,65.6,0.0059,1.4503
51009010300,51,009,010300,25-34,0.012632,97997,1238,973778,5495759,56.1,0.0075,1.417
51009010300,51,009,010300,35-44,0.010935,96759,1058,962299,4521980,46.7,0.0078,1.3809
51009010300,51,009,010300,45-54,0.014042,95701,1344,950290,3559681,37.2,0.0058,1.3558
51009010300,51,009,010300,55-64,0.082114,94357,7748,904830,2609392,27.7,0.0163,1.3615
51009010300,51,009,010300,65-74,0.151577,86609,13128,800450,1704562,19.7,0.0316,1.417
51009010300,51,009,010300,75-84,0.33195,73481,24392,612850,904111,12.3,0.0663,1.5407
51009010300,51,009,010300,85 and older,1,49089,49089,291261,291261,5.9,0.0578,2.035
51009010401,51,009,010401,Under 1,0.006858,100000,686,99383,7844203,78.4,0.004,2.2207
51009010401,51,009,010401,1-4,0.003636,99314,361,396535,7744820,78,0.0037,2.2132
51009010401,51,009,010401,5-14,0.002124,98953,210,988481,7348285,74.3,0.0004,2.2032
51009010401,51,009,010401,15-24,0.002681,98743,265,986106,6359804,64.4,0.0027,2.2077
51009010401,51,009,010401,25-34,0.014757,98478,1453,977517,5373698,54.6,0.0088,2.2077
51009010401,51,009,010401,35-44,0.010902,97025,1058,964962,4396181,45.3,0.0056,2.1956
51009010401,51,009,010401,45-54,0.067544,95967,6482,927263,3431219,35.8,0.0172,2.2078
51009010401,51,009,010401,55-64,0.118084,89485,10567,842019,2503956,28,0.0229,2.2885
51009010401,51,009,010401,65-74,0.158983,78919,12547,726452,1661937,21.1,0.0331,2.5049
51009010401,51,009,010401,75-84,0.421546,66372,27979,523825,935484,14.1,0.1139,2.8822
51009010401,51,009,010401,85 and older,1,38393,38393,411659,411659,10.7,0.034,3.9039
51009010402,51,009,010402,Under 1,0.010303,100000,1030,99073,7913564,79.1,0.0075,2.422
51009010402,51,009,010402,1-4,0.008086,98970,800,394278,7814491,79,0.0084,2.3722
51009010402,51,009,010402,5-14,0.001593,98169,156,980912,7420213,75.6,0.0003,2.3002
51009010402,51,009,010402,15-24,0.010612,98013,1040,974930,6439301,65.7,0.0019,2.3037
51009010402,51,009,010402,25-34,0.017306,96973,1678,961338,5464371,56.3,0.0028,2.3255
51009010402,51,009,010402,35-44,0.028351,95295,2702,939439,4503033,47.3,0.005,2.3618
51009010402,51,009,010402,45-54,0.036172,92593,3349,909184,3563594,38.5,0.0116,2.4205
51009010402,51,009,010402,55-64,0.067781,89244,6049,862192,2654410,29.7,0.0187,2.4766
51009010402,51,009,010402,65-74,0.157807,83195,13129,766303,1792217,21.5,0.0306,2.6028
51009010402,51,009,010402,75-84,0.441576,70066,30939,545962,1025914,14.6,0.0821,3.0067
51009010402,51,009,010402,85 and older,1,39127,39127,479952,479952,12.3,0.0316,4.7488
51009010503,51,009,010503,Under 1,0.005806,100000,581,99477,7184000,71.8,0.0061,1.8415
51009010503,51,009,010503,1-4,0.001266,99419,126,397426,7084522,71.3,0.0003,1.7987
51009010503,51,009,010503,5-14,0.001597,99294,159,992143,6687097,67.3,0.0003,1.8008
51009010503,51,009,010503,15-24,0.031496,99135,3122,975738,5694954,57.4,0.0164,1.8036
51009010503,51,009,010503,25-34,0.021978,96013,2110,949575,4719216,49.2,0.0102,1.6196
51009010503,51,009,010503,35-44,0.05559,93902,5220,912924,3769641,40.1,0.02,1.5882
51009010503,51,009,010503,45-54,0.059347,88682,5263,860509,2856716,32.2,0.0184,1.4855
51009010503,51,009,010503,55-64,0.126711,83419,10570,781343,1996208,23.9,0.0271,1.4747
51009010503,51,009,010503,65-74,0.327304,72849,23844,609273,1214864,16.7,0.0634,1.5486
51009010503,51,009,010503,75-84,0.385819,49005,18907,395518,605591,12.4,0.0716,1.6205
51009010503,51,009,010503,85 and older,1,30098,30098,210073,210073,7,0.046,2.2386
51009010504,51,009,010504,Under 1,0.00997,100000,997,99103,7466162,74.7,0.002,1.0001
51009010504,51,009,010504,1-4,0.001537,99003,152,395708,7367059,74.4,0.0004,0.999
51009010504,51,009,010504,5-14,0.001593,98851,157,987721,6971351,70.5,0.0003,1.0001
51009010504,51,009,010504,15-24,0.010612,98693,1047,981697,5983630,60.6,0.002,1.0015
51009010504,51,009,010504,25-34,0.017306,97646,1690,968011,5001933,51.2,0.0022,1.0061
51009010504,51,009,010504,35-44,0.028351,95956,2720,945960,4033921,42,0.0041,1.0184
51009010504,51,009,010504,45-54,0.058632,93236,5467,905025,3087962,33.1,0.0069,1.0354
51009010504,51,009,010504,55-64,0.118771,87769,10424,825570,2182937,24.9,0.0112,1.078
51009010504,51,009,010504,65-74,0.217172,77345,16797,689462,1357367,17.5,0.0257,1.1893
51009010504,51,009,010504,75-84,0.44801,60548,27126,469847,667904,11,0.0561,1.4252
51009010504,51,009,010504,85 and older,1,33422,33422,198058,198058,5.9,0.0664,2.3305
51009010600,51,009,010600,Under 1,0.014512,100000,1451,98694,7637608,76.4,0.0092,1.9483
51009010600,51,009,010600,1-4,0.004149,98549,409,393377,7538914,76.5,0.0043,1.8393
51009010600,51,009,010600,5-14,0.004299,98140,422,979289,7145537,72.8,0.0044,1.819
51009010600,51,009,010600,15-24,0.004488,97718,439,974986,6166248,63.1,0.0045,1.8024
51009010600,51,009,010600,25-34,0.021505,97279,2092,962333,5191262,53.4,0.0128,1.7908
