Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51121020201,51,121,020201,Under 1,0.004974,100000,497,99552,7887794,78.9,0.005,2.4457
51121020201,51,121,020201,1-4,0.000861,99503,86,397839,7788241,78.3,0.0003,2.4249
51121020201,51,121,020201,5-14,0.000936,99417,93,993704,7390402,74.3,0.0003,2.427
51121020201,51,121,020201,15-24,0.006209,99324,617,990155,6396698,64.4,0.0007,2.4292
51121020201,51,121,020201,25-34,0.00906,98707,894,982600,5406543,54.8,0.0012,2.4439
51121020201,51,121,020201,35-44,0.014996,97813,1467,970795,4423943,45.2,0.0035,2.4655
51121020201,51,121,020201,45-54,0.037704,96346,3633,945298,3453148,35.8,0.0078,2.499
51121020201,51,121,020201,55-64,0.074377,92713,6896,892656,2507850,27,0.0127,2.5838
51121020201,51,121,020201,65-74,0.150411,85818,12908,793637,1615194,18.8,0.0285,2.7721
51121020201,51,121,020201,75-84,0.400223,72910,29180,583197,821557,11.3,0.2232,3.2168
51121020201,51,121,020201,85 and older,1,43730,43730,238360,238360,5.5,0.1243,3.6935
51121020202,51,121,020202,Under 1,0.006964,100000,696,99373,7269326,72.7,0.003,1.9973
51121020202,51,121,020202,1-4,0.001019,99304,101,397012,7169953,72.2,0.0006,1.9993
51121020202,51,121,020202,5-14,0.001191,99202,118,991434,6772941,68.3,0.0004,2.0009
51121020202,51,121,020202,15-24,0.008307,99084,823,986727,5781507,58.3,0.0024,2.0031
51121020202,51,121,020202,25-34,0.01136,98261,1116,977030,4794780,48.8,0.0024,2.0157
51121020202,51,121,020202,35-44,0.030675,97145,2980,956550,3817749,39.3,0.0186,2.036
51121020202,51,121,020202,45-54,0.062241,94165,5861,912346,2861200,30.4,0.0231,1.9873
51121020202,51,121,020202,55-64,0.237581,88304,20979,778144,1948854,22.1,0.0726,2.0112
51121020202,51,121,020202,65-74,0.29745,67325,20026,573118,1170710,17.4,0.0688,1.5541
51121020202,51,121,020202,75-84,0.479314,47299,22671,359634,597592,12.6,0.0693,1.381
51121020202,51,121,020202,85 and older,1,24628,24628,237957,237957,9.7,0.0192,1.7967
51121020500,51,121,020500,Under 1,0.004322,100000,432,99611,7997640,80,0.02,2.081
51121020500,51,121,020500,1-4,0.000633,99568,63,398145,7898029,79.3,0.0002,1.3317
51121020500,51,121,020500,5-14,0.000786,99505,78,994658,7499883,75.4,0.0002,1.3325
51121020500,51,121,020500,15-24,0.001299,99427,129,993621,6505226,65.4,0.0009,1.3335
51121020500,51,121,020500,25-34,0.004311,99298,428,990835,5511605,55.5,0.0031,1.334
51121020500,51,121,020500,35-44,0.006315,98869,624,985572,4520770,45.7,0.0046,1.3305
51121020500,51,121,020500,45-54,0.035107,98245,3449,965205,3535198,36,0.0104,1.3256
51121020500,51,121,020500,55-64,0.064817,94796,6144,917238,2569993,27.1,0.0149,1.3297
51121020500,51,121,020500,65-74,0.096117,88652,8521,843911,1652755,18.6,0.0228,1.3711
51121020500,51,121,020500,75-84,0.386521,80131,30972,646446,808844,10.1,0.0835,1.4683
51121020500,51,121,020500,85 and older,1,49158,49158,162398,162398,3.3,0.1933,2.1099
