Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51061930100,51,061,930100,Under 1,0.002902,100000,290,99739,7827547,78.3,0.003,1.329
51061930100,51,061,930100,1-4,0.002498,99710,249,398341,7727808,77.5,0.0026,1.3118
51061930100,51,061,930100,5-14,0.002122,99461,211,993552,7329467,73.7,0.0021,1.3006
51061930100,51,061,930100,15-24,0.006264,99250,622,989388,6335915,63.8,0.0045,1.295
51061930100,51,061,930100,25-34,0.012571,98628,1240,980081,5346527,54.2,0.0067,1.275
51061930100,51,061,930100,35-44,0.017217,97388,1677,965498,4366446,44.8,0.0074,1.2464
51061930100,51,061,930100,45-54,0.030008,95711,2872,942754,3400948,35.5,0.0081,1.2313
51061930100,51,061,930100,55-64,0.076757,92839,7126,892764,2458194,26.5,0.0148,1.2419
51061930100,51,061,930100,65-74,0.124178,85713,10644,803915,1565430,18.3,0.0239,1.2927
51061930100,51,061,930100,75-84,0.467051,75070,35061,575390,761515,10.1,0.1081,1.4171
51061930100,51,061,930100,85 and older,1,40008,40008,186126,186126,4.7,0.0831,1.7988
51061930203,51,061,930203,Under 1,0.009043,100000,904,99186,8217350,82.2,0.0097,2.3793
51061930203,51,061,930203,1-4,0.000801,99096,79,396224,8118164,81.9,0.0002,2.2608
51061930203,51,061,930203,5-14,0.001013,99016,100,989662,7721940,78,0.0002,2.2625
51061930203,51,061,930203,15-24,0.006313,98916,624,986038,6732278,68.1,0.0013,2.2647
51061930203,51,061,930203,25-34,0.008118,98292,798,978927,5746239,58.5,0.0019,2.2776
51061930203,51,061,930203,35-44,0.00528,97494,515,972363,4767313,48.9,0.0053,2.294
51061930203,51,061,930203,45-54,0.036782,96979,3567,951954,3794950,39.1,0.0135,2.294
51061930203,51,061,930203,55-64,0.070726,93412,6607,901086,2842995,30.4,0.0162,2.3293
51061930203,51,061,930203,65-74,0.096974,86805,8418,825963,1941909,22.4,0.0231,2.4605
51061930203,51,061,930203,75-84,0.325271,78387,25497,656388,1115946,14.2,0.1188,2.6801
51061930203,51,061,930203,85 and older,1,52890,52890,459557,459557,8.7,0.0418,3.1578
51061930204,51,061,930204,Under 1,0.004254,100000,425,99617,8329016,83.3,0.0027,2.7077
51061930204,51,061,930204,1-4,0.000801,99575,80,398139,8229399,82.6,0.0002,2.7101
51061930204,51,061,930204,5-14,0.001013,99495,101,994444,7831261,78.7,0.0002,2.7122
