Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51678930500,51,678,930500,Under 1,0.005463,100000,546,99508,7862219,78.6,0.0012,1.0552
51678930500,51,678,930500,1-4,0.000937,99454,93,397628,7762711,78.1,0.0005,1.0569
51678930500,51,678,930500,5-14,0.001009,99361,100,993104,7365082,74.1,0.0003,1.0573
51678930500,51,678,930500,15-24,0.00667,99260,662,989293,6371978,64.2,0.0008,1.0581
51678930500,51,678,930500,25-34,0.009424,98598,929,981336,5382686,54.6,0.0031,1.064
51678930500,51,678,930500,35-44,0.015428,97669,1507,969156,4401349,45.1,0.0033,1.0628
51678930500,51,678,930500,45-54,0.038921,96162,3743,942908,3432194,35.7,0.0094,1.0707
51678930500,51,678,930500,55-64,0.076688,92419,7087,888757,2489286,26.9,0.0113,1.0698
51678930500,51,678,930500,65-74,0.155159,85332,13240,787119,1600529,18.8,0.029,1.1213
51678930500,51,678,930500,75-84,0.405728,72092,29250,574670,813410,11.3,0.0694,1.2036
51678930500,51,678,930500,85 and older,1,42842,42842,238739,238739,5.6,0.0517,1.6058
