Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51005070100,51,005,070100,Under 1,0.012602,100000,1260,98866,6974760,69.7,0.0098,1.3343
51005070100,51,005,070100,1-4,0.001622,98740,160,394639,6875894,69.6,0.0004,1.1537
51005070100,51,005,070100,5-14,0.001527,98580,151,985044,6481255,65.7,0.0003,1.1552
51005070100,51,005,070100,15-24,0.014826,98429,1459,976995,5496212,55.8,0.0076,1.1569
51005070100,51,005,070100,25-34,0.017042,96970,1653,961435,4519217,46.6,0.0079,1.1047
51005070100,51,005,070100,35-44,0.035311,95317,3366,936344,3557782,37.3,0.0119,1.0718
51005070100,51,005,070100,45-54,0.102199,91952,9397,872529,2621438,28.5,0.0194,1.0309
51005070100,51,005,070100,55-64,0.207254,82554,17110,739994,1748909,21.2,0.0306,0.9995
51005070100,51,005,070100,65-74,0.28981,65445,18966,559613,1008915,15.4,0.0373,0.985
51005070100,51,005,070100,75-84,0.604271,46478,28085,324354,449302,9.7,0.0808,1.1527
51005070100,51,005,070100,85 and older,1,18393,18393,124948,124948,6.8,0.0356,1.641
51005080100,51,005,080100,Under 1,0.003668,100000,367,99670,8151178,81.5,0.0037,1.5309
51005080100,51,005,080100,1-4,0.00177,99633,176,398180,8051508,80.8,0.0005,1.5064
51005080100,51,005,080100,5-14,0.001587,99457,158,993779,7653328,77,0.0003,1.5087
51005080100,51,005,080100,15-24,0.005063,99299,503,990476,6659549,67.1,0.0051,1.511
51005080100,51,005,080100,25-34,0.020067,98796,1983,978050,5669073,57.4,0.0119,1.4845
51005080100,51,005,080100,35-44,0.010905,96814,1056,962858,4691024,48.5,0.0078,1.3688
51005080100,51,005,080100,45-54,0.022801,95758,2183,946662,3728166,38.9,0.0089,1.3397
51005080100,51,005,080100,55-64,0.075213,93575,7038,900555,2781503,29.7,0.0176,1.3343
51005080100,51,005,080100,65-74,0.110193,86537,9536,817687,1880948,21.7,0.0227,1.35
51005080100,51,005,080100,75-84,0.263985,77001,20327,668373,1063261,13.8,0.0452,1.4391
51005080100,51,005,080100,85 and older,1,56674,56674,394888,394888,7,0.0373,1.8118
51005080201,51,005,080201,Under 1,0.006554,100000,655,99410,7806177,78.1,0.0011,1.5773
51005080201,51,005,080201,1-4,0.001194,99345,119,397141,7706767,77.6,0.0003,1.5854
51005080201,51,005,080201,5-14,0.001207,99226,120,991661,7309625,73.7,0.0003,1.5871
51005080201,51,005,080201,15-24,0.013643,99106,1352,984302,6317964,63.7,0.0098,1.5889
51005080201,51,005,080201,25-34,0.022409,97754,2191,966589,5333662,54.6,0.0116,1.4977
51005080201,51,005,080201,35-44,0.031283,95564,2989,940689,4367073,45.7,0.0133,1.4088
51005080201,51,005,080201,45-54,0.04006,92574,3709,907199,3426385,37,0.0148,1.3345
51005080201,51,005,080201,55-64,0.062431,88866,5548,860916,2519186,28.3,0.0165,1.2921
51005080201,51,005,080201,65-74,0.14808,83318,12338,771488,1658271,19.9,0.0315,1.3064
51005080201,51,005,080201,75-84,0.296693,70980,21059,604504,886783,12.5,0.0496,1.3908
51005080201,51,005,080201,85 and older,1,49921,49921,282279,282279,5.7,0.0572,1.829
51005080202,51,005,080202,Under 1,0.034707,100000,3471,96876,7556520,75.6,0.0284,2.9156
51005080202,51,005,080202,1-4,0.001349,96529,130,385857,7459644,77.3,0.0003,1.962
51005080202,51,005,080202,5-14,0.001251,96399,121,963387,7073787,73.4,0.0002,1.9646
51005080202,51,005,080202,15-24,0.024876,96278,2395,950809,6110400,63.5,0.013,1.967
51005080202,51,005,080202,25-34,0.015898,93883,1493,931372,5159591,55,0.0115,1.8509
51005080202,51,005,080202,35-44,0.038653,92391,3571,906053,4228219,45.8,0.0153,1.7851
51005080202,51,005,080202,45-54,0.025306,88820,2248,876959,3322166,37.4,0.0106,1.7304
51005080202,51,005,080202,55-64,0.073736,86572,6383,833803,2445207,28.2,0.0173,1.7377
51005080202,51,005,080202,65-74,0.155953,80189,12506,739358,1611404,20.1,0.0295,1.8166
51005080202,51,005,080202,75-84,0.366442,67683,24802,552820,872046,12.9,0.0807,2.0597
51005080202,51,005,080202,85 and older,1,42881,42881,319226,319226,7.4,0.0512,2.8381
51005080301,51,005,080301,Under 1,0.011634,100000,1163,98953,7899508,79,0.012,2.3176
51005080301,51,005,080301,1-4,0.001349,98837,133,395080,7800555,78.9,0.0003,2.1339
51005080301,51,005,080301,5-14,0.005841,98703,577,984150,7405475,75,0.0059,2.1367
51005080301,51,005,080301,15-24,0.008781,98127,862,976959,6421326,65.4,0.0014,2.1085
51005080301,51,005,080301,25-34,0.011696,97265,1138,966962,5444367,56,0.0118,2.1254
51005080301,51,005,080301,35-44,0.015275,96127,1468,953933,4477404,46.6,0.009,2.06
51005080301,51,005,080301,45-54,0.018215,94659,1724,937970,3523472,37.2,0.0092,2.0564
51005080301,51,005,080301,55-64,0.096677,92935,8985,884426,2585502,27.8,0.0266,2.0717
51005080301,51,005,080301,65-74,0.16165,83950,13571,771650,1701076,20.3,0.033,2.1697
51005080301,51,005,080301,75-84,0.426471,70380,30015,553723,929426,13.2,0.0947,2.487
51005080301,51,005,080301,85 and older,1,40365,40365,375703,375703,9.3,0.042,3.6369
51005080302,51,005,080302,Under 1,0.022438,100000,2244,97981,7675573,76.8,0.0236,3.22
51005080302,51,005,080302,1-4,0.001439,97756,141,390744,7577593,77.5,0.0005,2.6979
51005080302,51,005,080302,5-14,0.001439,97616,141,975453,7186849,73.6,0.0003,2.7016
51005080302,51,005,080302,15-24,0.020492,97475,1997,964763,6211396,63.7,0.015,2.7054
51005080302,51,005,080302,25-34,0.016611,95478,1586,946846,5246633,55,0.0169,2.6048
51005080302,51,005,080302,35-44,0.017873,93892,1678,930525,4299787,45.8,0.0128,2.5012
51005080302,51,005,080302,45-54,0.06854,92213,6320,890533,3369261,36.5,0.0224,2.4885
51005080302,51,005,080302,55-64,0.083387,85893,7162,823120,2478728,28.9,0.024,2.5446
51005080302,51,005,080302,65-74,0.205674,78731,16193,706344,1655608,21,0.0418,2.6913
51005080302,51,005,080302,75-84,0.404984,62538,25327,498745,949264,15.2,0.0993,3.2176
51005080302,51,005,080302,85 and older,1,37211,37211,450519,450519,12.1,0.0313,4.5931
