Tract ID,STATE2KX,CNTY2KX,TRACT2KX,Age Group,nq(x),l(x),nd(x),nL(x),T(x),e(x),se(nq(x)),se(e(x))
51155210100,51,155,210100,Under 1,0.006557,100000,656,99410,8087336,80.9,0.0014,1.5233
51155210100,51,155,210100,1-4,0.001627,99344,162,397054,7987926,80.4,0.0003,1.5292
51155210100,51,155,210100,5-14,0.003978,99183,395,989854,7590872,76.5,0.0028,1.5314
51155210100,51,155,210100,15-24,0.00919,98788,908,983342,6601018,66.8,0.0016,1.5239
51155210100,51,155,210100,25-34,0.020207,97880,1978,968913,5617676,57.4,0.007,1.5347
51155210100,51,155,210100,35-44,0.01764,95902,1692,950566,4648763,48.5,0.0058,1.5185
51155210100,51,155,210100,45-54,0.04749,94211,4474,919737,3698197,39.3,0.0099,1.5236
51155210100,51,155,210100,55-64,0.065853,89737,5909,867820,2778460,31,0.0123,1.5549
51155210100,51,155,210100,65-74,0.120785,83827,10125,787647,1910640,22.8,0.0185,1.6241
51155210100,51,155,210100,75-84,0.22673,73702,16711,653469,1122993,15.2,0.0377,1.7972
51155210100,51,155,210100,85 and older,1,56992,56992,469524,469524,8.2,0.0329,2.2327
51155210201,51,155,210201,Under 1,0.029547,100000,2955,97341,7234858,72.3,0.0138,1.7765
51155210201,51,155,210201,1-4,0.001674,97045,162,387856,7137517,73.5,0.0004,1.4926
51155210201,51,155,210201,5-14,0.001479,96883,143,968112,6749661,69.7,0.0003,1.4947
51155210201,51,155,210201,15-24,0.011941,96740,1155,961619,5781549,59.8,0.0021,1.4969
51155210201,51,155,210201,25-34,0.015733,95584,1504,948324,4819930,50.4,0.0074,1.5104
51155210201,51,155,210201,35-44,0.054375,94080,5116,915227,3871606,41.2,0.0174,1.4946
51155210201,51,155,210201,45-54,0.073031,88965,6497,857163,2956379,33.2,0.0157,1.4149
51155210201,51,155,210201,55-64,0.155772,82468,12846,760446,2099216,25.5,0.0258,1.4361
51155210201,51,155,210201,65-74,0.219927,69622,15312,619657,1338769,19.2,0.0345,1.5308
