Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51059415100,51,059,415100,81.9,1.6089,3
51059415200,51,059,415200,79.2,1.9398,3
51059415300,51,059,415300,81.5,1.6066,3
51059415401,51,059,415401,79.1,3.7115,2
51059415402,51,059,415402,86.3,2.5373,3
51059415500,51,059,415500,80,1.7015,3
51059415600,51,059,415600,87.1,2.0575,3
51059415700,51,059,415700,82.4,1.1013,3
51059415800,51,059,415800,82.5,2.0606,3
51059415900,51,059,415900,87,2.276,3
51059416000,51,059,416000,80,1.3342,3
51059416100,51,059,416100,81.6,2.1352,3
51059416300,51,059,416300,79.7,2.0238,3
51059420100,51,059,420100,79.5,1.5674,3
51059420201,51,059,420201,82.4,2.0831,3
51059420203,51,059,420203,80.8,1.3799,3
51059420300,51,059,420300,79.3,1.1679,3
51059420400,51,059,420400,79.5,1.7935,2
51059420501,51,059,420501,85.3,2.5659,3
51059420502,51,059,420502,80.5,1.9436,2
51059420503,51,059,420503,81.5,2.7727,2
51059420600,51,059,420600,79.4,2.373,3
51059420700,51,059,420700,81.5,1.4441,3
51059420800,51,059,420800,81.4,1.9559,3
51059421001,51,059,421001,78.7,1.5361,3
51059421002,51,059,421002,81.2,1.4533,3
51059421101,51,059,421101,78.9,3.8357,3
51059421102,51,059,421102,83.5,2.5239,3
51059421103,51,059,421103,81.9,2.4804,3
51059421200,51,059,421200,84.5,3.183,3
51059421300,51,059,421300,80.3,1.3849,3
51059421400,51,059,421400,79.8,2.6763,3
51059421500,51,059,421500,80.6,2.4586,3
51059421600,51,059,421600,77.4,1.5672,2
51059421702,51,059,421702,79.3,1.3021,3
51059422000,51,059,422000,82.2,1.3148,3
51059422201,51,059,422201,80.8,1.61,2
51059422301,51,059,422301,80.5,2.0235,2
51059422302,51,059,422302,82.8,1.9798,3
51059422401,51,059,422401,80.5,3.9204,2
51059422403,51,059,422403,83.6,2.8711,3
51059430101,51,059,430101,83.6,1.8258,3
51059430102,51,059,430102,82.8,3.431,3
51059430201,51,059,430201,86.1,3.3209,3
51059430202,51,059,430202,86,3.5242,3
51059430203,51,059,430203,83.2,2.3569,3
51059430400,51,059,430400,84.7,1.9439,3
51059430500,51,059,430500,80.6,2.0711,3
51059430600,51,059,430600,83.8,2.5435,3
51059430700,51,059,430700,80.5,1.5448,3
51059430801,51,059,430801,86.5,2.3303,3
51059430802,51,059,430802,82.8,2.0546,3
51059430901,51,059,430901,82.3,3.8074,3
51059430902,51,059,430902,85.1,3.6082,3
51059431001,51,059,431001,82.3,2.2984,3
51059431002,51,059,431002,80.9,3.0121,2
51059431300,51,059,431300,80.7,1.4306,2
51059431400,51,059,431400,84.6,2.7693,3
51059431500,51,059,431500,83.4,1.6955,3
51059431600,51,059,431600,82.7,0.8592,3
51059431801,51,059,431801,81.8,1.6987,2
51059431802,51,059,431802,81.3,2.2415,3
51059431900,51,059,431900,83.4,2.4804,3
51059432000,51,059,432000,84,2.8843,3
51059432100,51,059,432100,89.1,3.9562,3
51059432201,51,059,432201,77.6,3.6428,3
51059432202,51,059,432202,84.9,1.8109,3
51059432300,51,059,432300,83.1,1.8229,3
51059432500,51,059,432500,91.1,3.6362,3
51059432600,51,059,432600,80.7,1.4384,2
51059432702,51,059,432702,82.4,3.417,3
51059432800,51,059,432800,82.7,2.9946,3
51059440100,51,059,440100,80.5,1.3146,2
51059440202,51,059,440202,83.6,3.047,3
51059440300,51,059,440300,82.5,1.6935,3
51059440501,51,059,440501,86.7,2.7218,3
51059440600,51,059,440600,83.6,2.2817,3
51059440701,51,059,440701,87.2,2.8416,3
51059440702,51,059,440702,85.6,1.5192,3
51059440800,51,059,440800,83.6,1.2911,3
51059450100,51,059,450100,79.2,2.2787,3
51059450200,51,059,450200,83.2,3.3385,3
51059450300,51,059,450300,82.8,2.4232,3
51059450400,51,059,450400,78.4,1.0407,3
51059450500,51,059,450500,85.5,3.235,3
51059450601,51,059,450601,85.3,2.2038,3
51059450602,51,059,450602,81.7,2.4032,3
51059450701,51,059,450701,79.5,1.1451,3
51059450702,51,059,450702,80.7,2.4799,3
51059450800,51,059,450800,87.3,2.5422,3
51059450900,51,059,450900,86.2,3.2822,3
51059451000,51,059,451000,78.4,1.6212,3
51059451100,51,059,451100,84,1.7785,3
51059451200,51,059,451200,84.1,1.7803,3
51059451300,51,059,451300,80.9,0.9312,2
51059451400,51,059,451400,77.6,1.166,2
51059451501,51,059,451501,81,1.6808,2
51059451502,51,059,451502,83.5,1.4757,3
51059451601,51,059,451601,76.8,1.685,2
51059451602,51,059,451602,81.5,2.394,3
51059451800,51,059,451800,88.5,3.4671,3
51059451900,51,059,451900,84.9,2.4,3
51059452000,51,059,452000,88,2.4451,3
51059452101,51,059,452101,82.2,1.2622,3
51059452102,51,059,452102,81.8,1.9443,3
51059452200,51,059,452200,79.6,1.203,2
51059452301,51,059,452301,79.6,1.9446,2
51059452302,51,059,452302,79.6,2.231,2
51059452400,51,059,452400,83.3,1.9802,3
51059452501,51,059,452501,80,1.1113,3
51059452600,51,059,452600,81.3,1.9716,2
51059452700,51,059,452700,83.9,2.5706,3
51059452801,51,059,452801,85.2,2.6047,3
51059452802,51,059,452802,79.5,0.9304,2
51059460100,51,059,460100,84,1.8923,3
51059460200,51,059,460200,87.5,3.2321,3
51059460300,51,059,460300,85.3,3.1333,3
51059460400,51,059,460400,83.1,1.2901,3
51059460501,51,059,460501,82.8,2.6683,3
51059460502,51,059,460502,80.7,1.3442,2
51059460600,51,059,460600,85.5,2.1866,3
51059460701,51,059,460701,85.3,2.6567,3
51059460702,51,059,460702,83.7,1.561,3
51059460900,51,059,460900,84.1,1.9992,3
51059461000,51,059,461000,81.1,1.5002,3
51059461100,51,059,461100,86,1.8435,3
51059461202,51,059,461202,84.1,2.309,3
51059461500,51,059,461500,86.8,3.6291,3
51059461601,51,059,461601,84.7,3.8666,3
51059461700,51,059,461700,83.9,2.8295,3
51059461801,51,059,461801,79.9,3.7716,2
51059461802,51,059,461802,79.9,2.2835,3
51059461901,51,059,461901,81,1.2798,2
51059470100,51,059,470100,89.9,2.9356,3
51059470300,51,059,470300,83.7,2.3121,3
51059470400,51,059,470400,86,1.711,3
51059470500,51,059,470500,87.3,2.4397,3
51059470600,51,059,470600,85.7,2.4559,3
51059470700,51,059,470700,83.9,1.0586,3
51059470800,51,059,470800,84.4,1.637,3
51059470900,51,059,470900,83.5,1.3595,3
51059471000,51,059,471000,82.1,1.4562,3
51059471100,51,059,471100,80.9,1.1481,2
51059471201,51,059,471201,83.5,1.862,3
51059471202,51,059,471202,86.5,3.4975,3
51059471301,51,059,471301,81.8,3.2553,2
51059471303,51,059,471303,84.2,2.7712,3
51059471304,51,059,471304,83.8,2.3104,3
51059471401,51,059,471401,87.1,3.3134,3
51059471402,51,059,471402,81.9,2.1245,3
51059480100,51,059,480100,86.9,2.5233,3
51059480201,51,059,480201,82.5,1.6327,3
51059480202,51,059,480202,80.3,3.5398,2
51059480203,51,059,480203,84.4,2.2591,3
51059480300,51,059,480300,85.8,2.1801,3
51059480401,51,059,480401,86.4,2.5504,3
51059480402,51,059,480402,86.6,3.1162,3
51059480501,51,059,480501,81.8,2.4459,3
51059480502,51,059,480502,82.6,2.6156,3
51059480503,51,059,480503,82,2.7376,3
51059480504,51,059,480504,80.4,2.1784,3
51059480801,51,059,480801,85.7,3.1888,3
51059480802,51,059,480802,80.7,2.6526,2
51059480901,51,059,480901,83.4,2.9889,3
51059481000,51,059,481000,81,3.4251,2
51059481103,51,059,481103,81,1.9847,3
51059481106,51,059,481106,83.2,2.1222,3
51059481202,51,059,481202,84,3.8489,3
51059481400,51,059,481400,80.7,1.1602,2
51059481500,51,059,481500,82.1,2.395,3
51059481600,51,059,481600,80.6,2.1401,2
51059481701,51,059,481701,88.2,3.6211,3
51059481702,51,059,481702,82.3,1.8588,3
51059481900,51,059,481900,88.4,2.8108,3
51059482001,51,059,482001,84.2,2.1087,3
51059482002,51,059,482002,80.3,1.1313,2
51059482100,51,059,482100,89,3.7472,3
51059482201,51,059,482201,81.1,2.6608,3
51059482202,51,059,482202,86.1,3.7298,3
51059482203,51,059,482203,81.5,1.3363,3
51059482301,51,059,482301,81.6,1.5975,3
51059482302,51,059,482302,76.5,1.5791,3
51059482303,51,059,482303,80.5,1.3084,2
51059482400,51,059,482400,83.6,2.5012,3
51059482501,51,059,482501,80.3,3.4472,2
51059482502,51,059,482502,79.9,3.4298,3
51059482503,51,059,482503,80.5,2.3317,2
51059482504,51,059,482504,80.2,2.2064,3
51059482601,51,059,482601,80.5,2.5344,3
51059482602,51,059,482602,84.9,2.9553,3
51059490101,51,059,490101,84.6,2.0334,3
51059490103,51,059,490103,80.6,1.6998,3
51059490502,51,059,490502,82.8,1.4521,3
51059491000,51,059,491000,80.8,3.3512,3
51059491101,51,059,491101,79.9,2.0183,3
51059491102,51,059,491102,81.4,3.0175,3
51059491201,51,059,491201,80.9,2.333,2
51059491301,51,059,491301,82.9,3.0064,3
51059491302,51,059,491302,80.9,3.1595,2
51059491303,51,059,491303,79.7,2.968,3
51059491402,51,059,491402,79.9,2.6059,2
51059491403,51,059,491403,80.5,1.9713,2
51059491404,51,059,491404,80.9,3.6707,2
51059491501,51,059,491501,80.5,3.7694,2
51059491502,51,059,491502,78.8,1.5329,3
51059491601,51,059,491601,82.2,3.9687,3
51059491602,51,059,491602,81.6,1.8048,3
51059491701,51,059,491701,84,3.007,3
51059491702,51,059,491702,76.6,1.7943,3
51059491705,51,059,491705,85.3,3.5619,3
51059491802,51,059,491802,80.7,2.37,2
51059491803,51,059,491803,81.1,1.6461,3
51059492201,51,059,492201,81.4,1.6294,3
51059492202,51,059,492202,86.1,3.2784,3
51059492203,51,059,492203,81.6,1.9383,3
51059492300,51,059,492300,78.4,2.288,3
51059492400,51,059,492400,80.7,3.2431,2
51059492500,51,059,492500,83.1,1.5513,3
