Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51810040200,51,810,040200,73.8,1.2159,2
51810040402,51,810,040402,76.9,2.0953,3
51810040403,51,810,040403,75.5,1.2088,2
51810040404,51,810,040404,79.7,1.1513,3
51810040600,51,810,040600,74.9,1.3886,3
51810040801,51,810,040801,75.5,1.2297,3
51810040802,51,810,040802,76.4,1.6705,1
51810041002,51,810,041002,74.9,2.1734,3
51810041003,51,810,041003,77.8,1.5397,3
51810041004,51,810,041004,74.4,1.5212,3
51810041200,51,810,041200,77.6,1.3364,3
51810041400,51,810,041400,82.4,1.3406,3
51810041600,51,810,041600,79.1,1.2735,3
51810041801,51,810,041801,79.8,2.1289,3
51810041802,51,810,041802,80.7,1.7508,3
51810042202,51,810,042202,79.6,1.3743,3
51810042400,51,810,042400,78.7,1.4019,3
51810042600,51,810,042600,79.4,1.9387,3
51810042801,51,810,042801,76.4,1.4331,3
51810042802,51,810,042802,74.3,1.7645,3
51810043002,51,810,043002,80.2,1.6449,3
51810043003,51,810,043003,83.4,2.0892,3
51810043004,51,810,043004,82.6,1.6699,3
51810043600,51,810,043600,83.3,2.0597,3
51810043800,51,810,043800,86.1,2.7226,3
51810044001,51,810,044001,77.5,1.9061,2
51810044003,51,810,044003,80.3,2.0632,2
51810044004,51,810,044004,77.5,1.6947,2
51810044200,51,810,044200,76.2,1.961,3
51810044401,51,810,044401,80.9,1.5203,3
51810044402,51,810,044402,80.5,1.9324,3
51810044600,51,810,044600,78.6,1.018,3
51810044805,51,810,044805,76.9,3.456,2
51810044806,51,810,044806,73.2,2.0578,3
51810044807,51,810,044807,76.1,1.7607,3
51810044808,51,810,044808,77.8,2.0494,3
51810045405,51,810,045405,79.6,2.5195,3
51810045406,51,810,045406,76.7,1.4396,2
51810045407,51,810,045407,79.1,2.9835,3
51810045408,51,810,045408,77.6,1.9851,1
51810045415,51,810,045415,78.5,2.3595,3
51810045417,51,810,045417,80.8,2.2107,3
51810045420,51,810,045420,76.2,1.867,3
51810045421,51,810,045421,80.4,3.1343,3
51810045422,51,810,045422,78.6,1.3322,3
51810045423,51,810,045423,83.1,1.6364,3
51810045425,51,810,045425,80.7,1.8533,3
51810045426,51,810,045426,81.1,2.7828,3
51810045427,51,810,045427,80.2,3.4243,3
51810045428,51,810,045428,77.8,1.7582,3
51810045601,51,810,045601,81.5,1.709,3
51810045603,51,810,045603,80.8,3.8656,3
51810045604,51,810,045604,74.3,1.3227,3
51810045801,51,810,045801,76.8,1.3739,3
51810045803,51,810,045803,80.1,2.0364,3
51810045805,51,810,045805,74.5,1.789,3
51810045806,51,810,045806,80,2.7735,3
51810045807,51,810,045807,76.9,1.5913,2
51810045808,51,810,045808,76,2.7199,3
51810045809,51,810,045809,77.8,1.5552,2
51810045810,51,810,045810,72.9,2.5135,2
51810046002,51,810,046002,78,2.7896,3
51810046005,51,810,046005,79.8,1.3172,3
51810046006,51,810,046006,78.1,1.1477,3
51810046009,51,810,046009,82.2,1.6769,3
51810046010,51,810,046010,77.2,1.4353,2
51810046011,51,810,046011,76.7,1.6266,3
51810046012,51,810,046012,76.6,2.2636,1
51810046013,51,810,046013,75.8,1.5764,2
51810046014,51,810,046014,76.5,2.2573,3
51810046016,51,810,046016,80,1.5656,2
51810046204,51,810,046204,78.5,1.1564,3
51810046206,51,810,046206,80.4,1.5149,3
51810046207,51,810,046207,79.3,1.7996,2
51810046211,51,810,046211,79.6,1.5129,3
51810046212,51,810,046212,79.6,1.8969,3
51810046216,51,810,046216,78.9,2.5849,3
51810046217,51,810,046217,78.2,1.7299,2
51810046220,51,810,046220,76.4,0.8017,2
51810046221,51,810,046221,75.8,1.2979,2
51810046222,51,810,046222,82.7,2.3471,3
51810046223,51,810,046223,80.7,2.2525,3
51810046224,51,810,046224,81.6,3.9709,3
51810046225,51,810,046225,79.1,1.8442,3
51810046400,51,810,046400,76.9,0.9556,3
