Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51760010200,51,760,010200,77.5,1.31,3
51760010300,51,760,010300,73.2,1.7641,3
51760010402,51,760,010402,75.3,1.2314,3
51760010500,51,760,010500,76.6,1.1238,2
51760010600,51,760,010600,72.8,2.5031,3
51760010700,51,760,010700,71.1,1.915,3
51760010800,51,760,010800,70.1,1.5884,1
51760010900,51,760,010900,71.3,1.9872,3
51760011000,51,760,011000,67.8,2.9534,1
51760011100,51,760,011100,77.2,2.1138,3
51760020100,51,760,020100,69,2.5083,3
51760020200,51,760,020200,68.1,1.5374,3
51760020300,51,760,020300,71.3,1.2549,2
51760020400,51,760,020400,67.5,1.7719,1
51760020600,51,760,020600,79,1.4099,2
51760020700,51,760,020700,66.8,2.7635,3
51760020800,51,760,020800,74.8,2.6828,3
51760020900,51,760,020900,67,1.7096,3
51760021100,51,760,021100,71.5,2.8303,3
51760021200,51,760,021200,72.9,3.0425,3
51760030100,51,760,030100,71.7,2.601,2
51760030200,51,760,030200,78.1,2.8264,2
51760040500,51,760,040500,80.5,1.6725,2
51760040700,51,760,040700,78.7,2.3518,3
51760040800,51,760,040800,79.5,1.7533,2
51760040900,51,760,040900,76.5,2.8161,3
51760041000,51,760,041000,80.5,2.0019,2
51760041300,51,760,041300,73.3,1.5226,3
51760041400,51,760,041400,73.3,2.1147,3
51760041600,51,760,041600,78.7,2.3342,3
51760050100,51,760,050100,86.5,2.8539,3
51760050200,51,760,050200,82.4,2.3798,3
51760050300,51,760,050300,89.3,3.9071,3
51760050400,51,760,050400,80.2,2.3639,3
51760050500,51,760,050500,83.6,2.1857,3
51760050600,51,760,050600,84.3,2.3839,3
51760060200,51,760,060200,71.2,1.7871,3
51760060500,51,760,060500,75.5,1.4653,3
51760060600,51,760,060600,80.1,2.6745,3
51760060700,51,760,060700,67.2,1.2499,3
51760060800,51,760,060800,72.5,1.8224,3
51760060900,51,760,060900,72.2,2.7818,3
51760061000,51,760,061000,67.3,3.9239,3
51760070100,51,760,070100,84.7,1.7514,3
51760070300,51,760,070300,74.2,1.3966,3
51760070400,51,760,070400,82.5,1.2846,3
51760070601,51,760,070601,76.4,1.6654,1
51760070602,51,760,070602,73.8,1.8016,3
51760070700,51,760,070700,75.7,1.9568,3
51760070801,51,760,070801,75.3,1.5827,3
51760070802,51,760,070802,73.8,1.7873,3
51760070900,51,760,070900,74,0.9419,2
51760071001,51,760,071001,73.2,1.31,3
51760071002,51,760,071002,76.8,1.7975,3
51760071100,51,760,071100,76.1,1.1347,2
