Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51800065100,51,800,065100,73.3,1.9894,3
51800065200,51,800,065200,72.2,1.902,3
51800065300,51,800,065300,73.1,1.8613,3
51800065400,51,800,065400,71.8,1.4631,3
51800065500,51,800,065500,70.1,1.7725,3
51800075101,51,800,075101,74.6,2.2291,3
51800075102,51,800,075102,79.7,1.9486,3
51800075201,51,800,075201,80.7,1.647,3
51800075203,51,800,075203,81.3,2.7123,3
51800075204,51,800,075204,78.6,2.0734,3
51800075301,51,800,075301,77.9,1.6034,3
51800075302,51,800,075302,75.8,1.6695,3
51800075401,51,800,075401,79,1.7404,3
51800075402,51,800,075402,76.1,2.1993,3
51800075403,51,800,075403,79.1,1.6979,3
51800075405,51,800,075405,79.1,1.2572,2
51800075501,51,800,075501,74.9,1.4988,3
51800075502,51,800,075502,81.1,2.4949,3
51800075601,51,800,075601,73.6,1.1072,2
51800075602,51,800,075602,79.9,2.7556,3
51800075701,51,800,075701,73.5,2.6842,3
51800075702,51,800,075702,77,1.5646,3
51800075703,51,800,075703,72.3,2.6292,3
51800075801,51,800,075801,77.3,1.9691,3
51800075802,51,800,075802,74.6,2.5634,3
51800075803,51,800,075803,75.3,3.305,3
