Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51770000100,51,770,000100,74.8,1.6514,3
51770000300,51,770,000300,76,1.7845,3
51770000400,51,770,000400,75,1.4487,3
51770000500,51,770,000500,73.3,1.4676,3
51770000601,51,770,000601,74.2,1.6276,3
51770000602,51,770,000602,74.4,1.6754,3
51770000900,51,770,000900,72.3,1.9342,3
51770001000,51,770,001000,70.3,2.3198,3
51770001200,51,770,001200,74.5,1.1546,2
51770001800,51,770,001800,75.6,1.6161,3
51770001900,51,770,001900,76.2,1.5577,3
51770002100,51,770,002100,76.6,1.3296,3
51770002200,51,770,002200,74.1,1.4459,3
51770002300,51,770,002300,77.3,1.3718,3
51770002400,51,770,002400,72.6,1.6906,3
51770002500,51,770,002500,71.1,1.2909,3
51770002600,51,770,002600,68.4,1.7646,3
51770002700,51,770,002700,72.3,1.2216,3
51770002800,51,770,002800,73.9,1.2732,3
51770002900,51,770,002900,83.6,1.5619,3
51770003000,51,770,003000,78.2,1.6011,3
51770003100,51,770,003100,80.9,1.4593,3
