Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51019030101,51,019,030101,80.6,1.1479,2
51019030103,51,019,030103,83,1.5339,3
51019030104,51,019,030104,77.6,1.2399,3
51019030201,51,019,030201,82.3,1.613,3
51019030202,51,019,030202,79.1,1.7238,3
51019030300,51,019,030300,77.7,1.7595,3
51019030401,51,019,030401,77.9,1.2747,3
51019030402,51,019,030402,75.7,0.9246,3
51019030501,51,019,030501,78.1,1.8658,3
51019030503,51,019,030503,80.5,1.848,3
51019030504,51,019,030504,74.8,3.4093,3
51019030601,51,019,030601,75.9,1.3429,3
51019030602,51,019,030602,77.9,1.3432,3
51019030603,51,019,030603,73,1.3001,3
51019030604,51,019,030604,74.6,1.2896,3
51019030605,51,019,030605,74,2.7018,3
