Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51085320100,51,085,320100,80.4,1.8507,3
51085320200,51,085,320200,77.6,1.5234,3
51085320300,51,085,320300,77.9,1.9315,3
51085320400,51,085,320400,80.4,1.6745,3
51085320500,51,085,320500,79,1.5782,3
51085320601,51,085,320601,74.1,1.5196,3
51085320602,51,085,320602,77.2,2.1353,3
51085320701,51,085,320701,77.7,2.093,3
51085320702,51,085,320702,80,1.2764,3
51085320801,51,085,320801,82.8,2.276,3
51085320803,51,085,320803,76.4,1.3027,3
51085320804,51,085,320804,81.1,2.0536,3
51085320805,51,085,320805,79.5,1.5773,3
51085320900,51,085,320900,79.6,1.0184,3
51085321001,51,085,321001,77.7,3.0001,3
51085321002,51,085,321002,79.6,1.8337,3
51085321100,51,085,321100,79.5,1.3119,3
51085321201,51,085,321201,76.3,0.9239,2
51085321300,51,085,321300,80.2,1.8812,3
51085321401,51,085,321401,77.7,1.6629,3
51085321402,51,085,321402,76.8,1.2754,3
51085321403,51,085,321403,79.1,1.4998,2
