Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51089010100,51,089,010100,75.1,1.5931,1
51089010200,51,089,010200,78.1,1.2998,3
51089010300,51,089,010300,73.6,1.4561,3
51089010400,51,089,010400,73.3,0.8585,2
51089010500,51,089,010500,72.6,1.4837,3
51089010601,51,089,010601,75.6,3.618,3
51089010602,51,089,010602,73.2,3.1547,3
51089010700,51,089,010700,76.5,1.7122,3
51089010800,51,089,010800,71.8,1.636,3
51089010900,51,089,010900,75.3,2.0418,3
51089011000,51,089,011000,76,1.591,3
51089011100,51,089,011100,74.6,1.4288,3
51089011200,51,089,011200,71.4,1.3864,3
51089011300,51,089,011300,74.9,1.4971,3
