Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51121020201,51,121,020201,78.9,2.4457,2
51121020202,51,121,020202,72.7,1.9973,3
51121020500,51,121,020500,80,2.081,3
51121020700,51,121,020700,78.7,2.044,2
51121020800,51,121,020800,78.1,2.166,3
51121020900,51,121,020900,77.5,1.3802,3
51121021000,51,121,021000,78.7,1.3041,3
51121021100,51,121,021100,78.8,1.184,1
51121021200,51,121,021200,78.4,1.8618,3
51121021300,51,121,021300,77.5,1.3734,3
51121021500,51,121,021500,79.2,1.4975,3
