Tract ID,STATE2KX,CNTY2KX,TRACT2KX,e(0),se(e(0)),Abridged life table flag
51015070100,51,015,070100,79.3,1.5856,3
51015070200,51,015,070200,80.3,1.6249,3
51015070300,51,015,070300,80.9,1.4288,3
51015070400,51,015,070400,77.8,2.6023,3
51015070500,51,015,070500,76.3,0.9931,2
51015070600,51,015,070600,78.9,0.9671,3
51015070700,51,015,070700,77.6,1.301,1
51015070800,51,015,070800,77.2,1.2492,2
51015070900,51,015,070900,78.2,1.4915,3
51015071000,51,015,071000,79.6,1.361,3
51015071101,51,015,071101,75.4,1.0681,2
51015071102,51,015,071102,78.9,1.2853,3
51015071200,51,015,071200,77.6,0.9979,3
